PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,LastName,CabinSector,CabinRoom,CabinClass,Associates,TotalSpend,HomePlanet_X_Destination,HomePlanet_X_Destination_X_CryoSleep,CabinSector_X_CabinRoom,CabinSector_X_CabinRoom_X_CabinClass
1866_01,1,1,3,29.0,1,0.0,0.0,0.0,0.0,865.0,0,2199,6,1123,1,1,865.0,7,36,1604,987
1868_01,3,2,3,64.0,1,0.0,0.0,0.0,0.0,0.0,1,707,6,1124,1,1,0.0,15,17,1605,988
1871_01,2,1,3,31.0,0,0.0,1983.0,0.0,172.0,52.0,1,1901,3,1487,2,1,2207.0,11,4,523,5772
1872_01,3,2,3,25.0,1,0.0,0.0,0.0,0.0,0.0,0,2121,5,430,2,1,0.0,15,17,1365,598
1873_01,1,2,3,30.0,1,0.0,-346.812199849306,0.0,0.0,0.0,1,131,7,1036,2,1,-346.812199849306,7,37,3148,3499
1874_01,1,2,3,0.0,1,0.0,0.0,0.0,0.0,0.0,0,2201,7,1050,1,2,0.0,7,37,3162,3524
1874_02,1,0,2,29.0,1,0.0,0.0,0.0,486.0,1479.0,0,2201,6,1126,1,2,1965.0,6,32,1606,990
1877_01,1,1,3,37.0,1,28.0,25.0,26.0,806.0,3.0,0,642,7,1051,1,1,888.0,7,36,3163,3526
1878_01,1,1,3,49.0,1,0.0,0.0,0.0,724.0,0.0,0,386,6,1127,1,1,724.0,7,36,1607,992
1879_01,2,1,3,36.0,1,0.0,583.0,1789.0,19.0,1009.0,0,1056,4,1354,1,1,3400.0,11,4,767,6168
1880_01,1,1,1,20.0,1,470.0,128.0,0.0,0.0,9.0,0,412,6,1128,1,1,607.0,5,30,1608,994
1881_01,1,1,3,20.0,1,2215.0,0.0,0.0,86.0,0.0,1,2093,6,1129,1,1,2301.0,7,36,1609,996
1882_01,2,0,1,18.0,1,0.0,16263.0,72.0,0.0,15.0,1,54,3,1498,2,2,16350.0,9,41,524,5773
1882_02,2,2,1,17.0,1,0.0,0.0,0.0,0.0,0.0,1,54,0,0,0,2,0.0,9,43,0,0
1884_01,3,2,3,48.0,1,0.0,0.0,0.0,0.0,0.0,0,1287,5,442,2,1,0.0,15,17,1367,600
1886_01,1,1,3,26.0,1,0.0,3.0,176.0,611.0,0.0,0,1369,5,452,2,1,790.0,7,36,1368,602
1887_01,1,1,3,35.0,1,0.0,88.0,718.0,46.0,0.0,0,1575,7,1038,2,1,852.0,7,36,3149,3501
1888_01,1,1,3,30.0,1,116.0,0.0,0.0,728.0,29.0,1,127,6,1112,2,1,873.0,7,36,1593,971
1889_01,1,1,3,22.0,1,0.0,0.0,22.0,0.0,702.0,0,970,6,1130,1,2,724.0,7,36,1611,999
1889_02,1,2,3,5.0,1,0.0,0.0,0.0,0.0,0.0,0,970,7,1052,1,2,0.0,7,37,3164,3527
1890_01,1,2,1,43.0,1,0.0,0.0,0.0,0.0,0.0,0,654,7,1053,1,1,0.0,5,31,3165,3529
1891_01,3,2,3,52.0,1,0.0,0.0,0.0,0.0,0.0,0,0,5,463,2,1,0.0,15,17,1369,604
1892_01,2,1,3,50.0,1,5.0,809.0,0.0,309.0,731.0,1,492,4,1365,1,3,1854.0,11,4,768,6169
1892_02,2,1,3,29.0,1,4.0,841.0,0.0,363.0,1107.0,1,1958,0,0,0,3,2315.0,11,4,0,0
1892_03,2,1,1,19.0,1,0.0,748.0,158.0,5037.0,44.0,0,1958,4,1365,1,3,5987.0,9,42,768,6169
1897_01,2,1,1,39.0,1,0.0,10153.0,1.0,78.0,5063.0,1,866,3,1509,2,2,15295.0,9,42,526,5776
1897_02,2,1,3,38.0,1,0.0,354.0,0.0,1806.0,0.0,1,866,3,1509,2,2,2160.0,11,4,526,5776
1898_01,1,2,1,21.0,1,-98.924885925855,0.0,0.0,0.0,0.0,0,711,7,1039,2,1,-98.924885925855,5,31,3150,3504
1899_01,1,1,2,25.0,1,11.0,44.0,397.0,0.0,0.0,0,533,7,1040,2,1,452.0,6,33,3152,3507
1901_01,2,2,1,42.0,1,0.0,0.0,0.0,0.0,0.0,1,2043,1,441,1,2,0.0,9,43,82,6277
1901_02,2,2,1,36.0,1,0.0,0.0,0.0,0.0,0.0,1,2043,1,441,1,2,0.0,9,43,82,6277
1902_01,1,1,3,19.0,1,42.0,0.0,345.0,1431.0,0.0,0,354,7,1041,2,1,1818.0,7,36,3153,3509
1903_01,1,2,3,42.0,1,0.0,0.0,0.0,0.0,0.0,0,1215,7,1054,1,1,0.0,7,37,3166,3530
1905_01,1,1,1,40.0,1,1465.0,39.0,0.0,0.0,1225.0,0,2042,6,1115,2,1,2729.0,5,30,1595,973
1906_01,1,2,3,14.0,1,0.0,0.0,0.0,0.0,0.0,0,209,7,1042,2,1,0.0,7,37,3154,3511
1907_01,2,1,3,50.0,1,529.4873531562401,1810.0,0.0,126.0,247.0,0,1401,4,1377,1,1,2712.4873531562403,11,4,770,6174
1908_01,3,1,3,18.0,1,1218.0,0.0,34.0,1095.0,0.0,0,381,5,168,1,1,2347.0,15,16,1326,534
1911_01,1,1,3,46.0,1,8.0,652.0,0.0,5.0,90.0,0,348,7,1045,2,1,755.0,7,36,3157,3515
1915_01,1,1,3,28.74530953052445,1,0.0,51.0,0.0,37.0,704.0,0,1034,5,178,1,1,792.0,7,36,1335,547
1916_01,2,2,3,15.0,1,0.0,0.0,0.0,0.0,0.0,1,360,4,1388,1,2,0.0,11,5,771,6176
1916_02,2,1,1,22.0,1,1744.0,79.0,0.0,12.0,1514.0,0,0,4,1388,1,2,3349.0,9,42,771,6176
1918_01,2,2,3,0.0,1,0.0,0.0,0.0,0.0,0.0,0,75,1,966,2,3,0.0,11,5,94,6475
1918_02,2,2,3,52.0,1,0.0,0.0,0.0,0.0,0.0,1,75,1,966,2,3,0.0,11,5,94,6475
1918_03,2,1,3,38.0,1,34.0,2043.0,0.0,1339.0,0.0,1,75,1,966,2,3,3416.0,11,4,94,6475
1920_01,3,1,3,46.0,1,731.0,0.0,288.0,0.0,2.0,0,1013,5,189,1,1,1021.0,15,16,1339,554
1922_01,1,2,1,23.0,1,0.0,0.0,0.0,0.0,0.0,0,974,7,1048,2,1,0.0,5,31,3159,3518
1923_01,2,1,3,63.0,1,0.0,4286.0,18.0,4.0,872.0,1,602,3,1431,1,2,5180.0,11,4,516,5758
1923_02,2,2,1,24.0,1,0.0,0.0,0.0,0.0,0.0,1,602,3,1431,1,2,0.0,9,43,516,5758
1925_01,1,2,3,50.0,1,0.0,0.0,0.0,0.0,0.0,0,1244,7,1049,2,1,0.0,7,37,3160,3521
1926_01,0,2,3,20.0,1,0.0,0.0,0.0,0.0,0.0,0,470,7,1050,2,1,0.0,3,25,3162,3525
1927_01,3,1,3,55.0,1,2424.0,0.0,1.0,0.0,284.0,0,918,4,1442,2,1,2709.0,15,16,776,6184
1928_01,1,1,2,21.0,1,0.0,0.0,107.0,166.0,388.0,1,56,5,485,2,1,661.0,6,33,1372,608
1931_01,2,2,1,56.0,1,0.0,0.0,0.0,0.0,0.0,1,619,3,1520,2,1,0.0,9,43,527,5777
1933_01,1,1,3,45.0,1,10.0,0.0,0.0,281.8222461671924,0.0,1,913,5,200,1,1,291.8222461671924,7,36,1341,558
1935_01,1,2,1,18.0,1,0.0,0.0,0.0,0.0,0.0,0,812,7,1052,2,1,0.0,5,31,3164,3528
1937_01,1,1,3,47.0,1,7.0,877.0,17.0,0.0,0.0,0,1155,6,1119,2,1,901.0,7,36,1599,978
1938_01,1,1,3,36.0,1,0.0,0.0,1508.0,110.0,117.0,1,376,6,1120,2,1,1735.0,7,36,1601,983
1939_01,3,1,3,57.0,2,975.0,0.0,295.0,39.0,0.0,0,297,6,1138,1,2,1309.0,15,16,1617,1006
1939_02,3,1,3,13.0,1,3037.0,10.0,43.0,0.0,0.0,0,297,4,1399,1,2,3090.0,15,16,772,6178
1940_01,3,1,3,27.0,1,120.0,0.0,1476.0,3.0,0.0,0,137,6,1139,1,1,1599.0,15,16,1618,1007
1941_01,1,1,3,20.0,1,717.0,0.0,0.0,0.0,0.0,0,956,6,1122,2,1,717.0,7,36,1603,986
1942_01,1,1,3,47.0,1,0.0,444.0,328.0,56.0,424.2845943231056,0,806,7,1058,1,1,1252.2845943231055,7,36,3170,3537
1945_01,1,1,3,15.0,1,0.0,0.0,787.0,0.0,0.0,0,896,5,222,1,1,787.0,7,36,1343,561
1946_01,1,1,3,34.0,1,0.0,0.0,53.0,731.0,0.0,0,359,7,1059,1,1,784.0,7,36,3171,3539
1947_01,1,1,3,21.0,1,942.0,0.0,0.0,0.0,7.0,0,2098,6,1124,2,1,949.0,7,36,1605,989
1950_01,1,1,3,51.0,1,0.0,0.0,0.0,101.0,1357.0,0,2158,6,1126,2,1,1458.0,7,36,1606,991
1952_01,1,1,3,23.0,1,382.0,0.0,398.0,8.0,0.0,0,0,5,233,1,1,788.0,7,36,1344,562
1953_01,1,1,3,58.0,1,0.0,0.0,0.0,0.0,717.0,0,230,6,1140,1,1,717.0,7,36,1620,1011
1956_01,3,1,3,37.0,1,2765.0,0.0,1134.0,0.0,0.0,0,0,4,1464,2,2,3899.0,15,16,778,6187
1956_02,3,1,2,44.0,0,708.0,0.0,5.0,0.0,74.0,1,1603,4,1464,2,2,787.0,14,13,778,6187
1957_01,1,2,3,25.0,1,0.0,0.0,0.0,0.0,0.0,0,1247,7,1054,2,1,0.0,7,37,3166,3531
1959_01,2,2,3,15.0,1,0.0,0.0,0.0,0.0,0.0,1,679,3,1442,1,3,0.0,11,5,517,5760
1959_02,2,1,3,40.0,1,0.0,382.0,0.0,1.0,3822.0,0,0,3,1442,1,3,4205.0,11,4,517,5760
1959_03,2,1,1,29.0,1,0.0,433.0,4899.0,393.0,260.0,1,679,3,1442,1,3,5985.0,9,42,517,5760
1960_01,1,2,3,36.0,1,0.0,0.0,0.0,0.0,0.0,1,1219,5,244,1,2,0.0,7,37,1345,563
1960_02,1,1,2,21.0,1,0.0,0.0,677.0,4.0,0.0,1,1219,5,244,1,2,681.0,6,33,1345,563
1961_01,1,1,3,35.0,1,302.0,6.0,0.0,6.0,613.0,1,854,7,1061,1,1,927.0,7,36,3174,3542
1962_01,1,1,3,24.0,1,3.0,361.0,94.0,824.0,160.0,0,271,6,1144,1,3,1442.0,7,36,1621,1013
1962_02,1,1,1,2.0,1,0.0,0.0,0.0,0.0,0.0,0,271,7,1062,1,3,0.0,5,30,3175,3544
1962_03,1,2,3,0.0,1,-169.07402233157478,0.0,0.0,0.0,0.0,1,1761,7,1062,1,3,-169.07402233157478,7,37,3175,3544
1963_01,1,1,3,43.0,1,0.0,0.0,0.0,1200.0,17.0,0,753,6,1145,1,1,1217.0,7,36,1622,1015
1964_01,2,1,3,63.0,1,353.9377411732684,869.0,1.0,375.0,3377.0,0,1716,3,1531,2,1,4975.9377411732685,11,4,528,5778
1967_01,1,2,3,30.0,0,0.0,0.0,0.0,0.0,0.0,1,1030,7,1064,1,1,0.0,7,37,3177,3546
1968_01,1,2,2,38.0,1,0.0,0.0,0.0,0.0,0.0,1,2055,7,1065,1,1,0.0,6,34,3178,3548
1969_01,2,1,1,27.0,1,-241.7658675161151,21066.0,0.0,2448.0,2293.0,1,1778,3,1542,2,1,25565.234132483885,9,42,529,5780
1971_01,1,1,2,54.0,1,3.0,0.0,56.0,633.0,0.0,0,1079,6,1127,2,1,692.0,6,33,1607,993
1973_01,2,2,1,39.0,1,0.0,0.0,0.0,0.0,0.0,1,420,1,977,2,1,0.0,9,43,95,6493
1974_01,3,1,3,41.0,1,3702.0,0.0,1.0,0.0,18.0,0,534,4,1409,1,1,3721.0,15,16,773,6179
1975_01,1,1,3,22.0,1,0.0,0.0,0.0,10.0,761.0,0,981,7,1056,2,1,771.0,7,36,3168,3534
1976_01,2,1,1,23.0,1,0.0,8037.0,117.48960125888192,1.0,2.0,1,506,2,1620,2,7,8157.4896012588815,9,42,235,2235
1976_02,2,1,3,34.0,1,15.0,3578.0,0.0,1164.31463230454,473.0,1,1176,2,1620,2,7,5230.31463230454,11,4,235,2235
1976_03,2,2,1,26.0,2,0.0,0.0,0.0,0.0,0.0,1,1176,2,1620,2,7,0.0,9,43,235,2235
1976_04,2,1,3,39.0,1,1.0,2972.0,0.0,3175.0,1.0,0,1176,2,1620,2,7,6149.0,11,4,235,2235
1976_05,2,2,1,15.0,1,0.0,0.0,0.0,0.0,0.0,1,1176,2,1620,2,7,0.0,9,43,235,2235
1976_06,2,2,3,64.0,1,0.0,0.0,0.0,0.0,0.0,1,1176,2,1620,2,7,0.0,11,5,235,2235
1976_07,2,2,3,25.0,1,0.0,0.0,0.0,0.0,0.0,1,506,2,1620,2,7,0.0,11,5,235,2235
1977_01,3,2,3,35.0,1,0.0,0.0,0.0,0.0,0.0,1,1491,6,1147,1,1,0.0,15,17,1623,1017
1978_01,0,2,3,19.0,1,0.0,0.0,0.0,0.0,0.0,1,0,7,1057,2,1,0.0,3,25,3169,3535
1979_01,1,1,3,26.0,1,401.0,0.0,693.0,62.0,0.0,0,1355,6,1128,2,1,1156.0,7,36,1608,995
1980_01,1,2,3,3.0,1,0.0,0.0,0.0,0.0,0.0,1,261,7,1058,2,3,0.0,7,37,3170,3538
1980_02,1,1,3,29.0,1,1434.0,5.0,0.0,0.0,0.0,0,774,7,1058,2,3,1439.0,7,36,3170,3538
1980_03,1,2,3,44.0,1,0.0,0.0,0.0,0.0,0.0,1,261,7,1058,2,3,0.0,7,37,3170,3538
1981_01,1,1,3,27.0,1,196.0,602.0,0.0,0.0,198.0,0,436,5,265,1,1,996.0,7,36,1347,566
1983_01,1,1,2,17.0,1,414.0,0.0,139.0,28.0,173.0,0,481,7,1067,1,1,754.0,6,33,3180,3552
1984_01,2,1,1,37.0,1,0.0,3166.0,0.0,91.0,6.0,1,2135,0,0,0,1,3263.0,9,42,0,0
1985_01,3,2,1,19.0,1,0.0,0.0,0.0,0.0,0.0,1,684,6,1148,1,1,0.0,13,11,1624,1019
1988_01,1,2,3,44.0,1,0.0,0.0,0.0,0.0,0.0,0,2123,7,1068,1,1,0.0,7,37,3181,3553
1991_01,1,1,1,22.0,0,0.0,0.0,30.0,499.0,138.0,0,1472,6,1130,2,2,667.0,5,30,1611,1000
1991_02,1,1,3,22.0,1,213.0,85.0,352.0,12.0,1.0,1,1472,5,506,2,2,663.0,7,36,1374,611
1992_01,3,2,3,21.0,1,224.99785390545,0.0,0.0,0.0,0.0,1,1134,6,1131,2,1,224.99785390545,15,17,1612,1001
1993_01,1,1,3,31.0,1,1062.0,0.0,802.0,71.0,0.0,0,711,6,1133,2,1,1935.0,7,36,1614,1003
1994_01,1,1,3,17.0,1,0.0,0.0,249.0,537.0,5.0,1,1469,5,276,1,1,791.0,7,36,1348,568
1995_01,1,1,2,30.0,1,231.0,0.0,0.0,274.0,26.0,0,1940,7,1060,2,1,531.0,6,33,3173,3541
1996_01,1,1,3,15.0,1,12.0,25.0,197.0,631.0,0.0,0,784,6,1134,2,1,865.0,7,36,1615,1004
1997_01,1,0,3,42.0,1,37.0,1670.0,0.0,0.0,0.0,1,933,7,1061,2,1,1707.0,7,35,3174,3543
1999_01,1,1,3,55.0,1,373.0,1.0,1.0,496.0,0.0,0,1135,6,1136,2,1,871.0,7,36,1616,1005
2000_01,2,1,1,28.0,1,5.0,2676.0,13.0,0.0,157.0,1,1557,3,1553,2,1,2851.0,9,42,530,5783
2001_01,1,1,3,33.0,1,673.0,194.0,548.0,59.0,40.0,0,1552,6,1150,1,1,1514.0,7,36,1627,1024
2003_01,1,1,3,19.0,0,3.0,6.0,20.0,60.0,719.0,0,1429,7,1070,1,1,808.0,7,36,3184,3556
2006_01,1,1,3,24.0,1,206.9630831959709,856.0,0.0,0.0,5.0,0,1357,6,1139,2,3,1067.963083195971,7,36,1618,1008
2006_02,1,1,3,4.0,1,0.0,0.0,0.0,0.0,0.0,0,1357,7,1063,2,3,0.0,7,36,3176,3545
2006_03,1,2,3,2.0,1,0.0,0.0,0.0,0.0,0.0,0,1357,7,1063,2,3,0.0,7,37,3176,3545
2007_01,2,1,1,30.0,1,0.0,5734.0,0.0,5.0,1.0,1,866,1,988,2,1,5740.0,9,42,96,6511
2009_01,2,1,3,31.0,1,0.0,0.0,0.0,0.0,0.0,0,472,2,1365,1,3,0.0,11,4,211,1838
2009_02,2,2,3,17.0,1,0.0,0.0,0.0,0.0,0.0,1,472,2,1365,1,3,0.0,11,5,211,1838
2009_03,2,2,1,40.0,1,0.0,0.0,0.0,0.0,0.0,1,472,2,1365,1,3,0.0,9,43,211,1838
2010_01,1,2,2,33.0,1,0.0,0.0,0.0,0.0,-101.09337757356384,1,888,7,1071,1,1,-101.09337757356384,6,34,3185,3558
2011_01,1,2,2,46.0,1,0.0,0.0,0.0,0.0,-118.48181926309012,0,135,7,1064,2,1,-118.48181926309012,6,34,3177,3547
2012_01,2,1,1,30.0,2,1250.0,865.0,0.0,3725.0,5416.0,0,36,2,1377,1,1,11256.0,9,42,212,1854
2013_01,1,1,3,17.0,1,0.0,0.0,0.0,0.0,804.0,0,2139,6,1152,1,1,804.0,7,36,1628,1026
2015_01,1,1,3,19.0,1,1139.0,18.0,0.0,0.0,671.0,1,972,6,1140,2,1,1828.0,7,36,1620,1012
2019_01,2,1,1,22.0,1,0.0,5183.0,0.0,1080.0,2.0,1,1455,2,1631,2,2,6265.0,9,42,236,2252
2019_02,2,0,1,20.0,1,0.0,162.0,0.0,148.0,7619.0,0,1455,2,1631,2,2,7929.0,9,41,236,2252
2022_01,1,1,2,36.0,1,0.0,809.0,0.0,86.0,0.0,0,1019,6,1144,2,1,895.0,6,33,1621,1014
2024_01,0,1,3,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1141,7,1069,2,2,0.0,3,24,3182,3554
2024_02,1,1,1,17.0,1,44.0,1535.0,10.0,51.0,0.0,1,1141,5,551,2,2,1640.0,5,30,1377,614
2026_01,1,2,3,23.807179926362657,1,0.0,0.0,0.0,0.0,0.0,1,2131,7,1070,2,3,0.0,7,37,3184,3557
2026_02,1,2,2,15.0,1,0.0,0.0,0.0,0.0,0.0,1,2131,7,1070,2,3,0.0,6,34,3184,3557
2026_03,1,1,3,20.0,1,0.0,4.0,429.0,0.0,287.0,0,26,7,1070,2,3,720.0,7,36,3184,3557
2027_01,1,1,1,19.0,1,30.0,1.0,1051.0,0.0,6.0,1,1429,6,1153,1,1,1088.0,5,30,1629,1028
2028_01,1,1,2,24.0,1,662.0,0.0,0.0,0.0,9.0,0,1574,6,1145,2,1,671.0,6,33,1622,1016
2029_01,1,1,1,43.0,1,0.0,6.0,730.0,1.0,0.0,0,327,6,1156,1,1,737.0,5,30,1632,1032
2032_01,3,2,3,26.0,1,0.0,0.0,0.0,0.0,0.0,1,1831,6,1158,1,1,0.0,15,17,1634,1034
2034_01,1,1,3,42.0,1,399.0,75.0,38.0,771.0,0.0,0,1504,6,1147,2,1,1283.0,7,36,1623,1018
2038_01,1,1,3,21.0,1,6.0,133.0,503.0,0.0,2.0,0,1068,6,1160,1,1,644.0,7,36,1636,1037
2040_01,2,2,3,50.0,1,0.0,0.0,0.0,0.0,0.0,1,1953,2,1653,2,2,0.0,11,5,237,2269
2040_02,2,2,3,25.0,1,0.0,0.0,0.0,0.0,0.0,1,1953,2,1653,2,2,0.0,11,5,237,2269
2041_01,1,2,3,64.0,1,-32.39247673214601,0.0,0.0,0.0,0.0,1,2149,7,1074,1,1,-32.39247673214601,7,37,3186,3560
2042_01,1,1,3,50.0,1,0.0,0.0,0.0,785.0,19.0,0,731,6,1148,2,1,804.0,7,36,1624,1020
2043_01,3,2,3,24.0,1,231.4048013554232,0.0,0.0,0.0,0.0,1,2017,6,1149,2,1,231.4048013554232,15,17,1625,1021
2044_01,1,1,3,27.0,0,0.0,0.0,634.0,1.0,23.0,1,468,6,1150,2,1,658.0,7,36,1627,1025
2045_01,1,2,1,42.0,1,0.0,0.0,0.0,0.0,-145.4503804932154,1,2174,7,1071,2,1,-145.4503804932154,5,31,3185,3559
2046_01,1,2,1,30.0,1,0.0,0.0,0.0,0.0,0.0,0,169,7,1075,1,1,0.0,5,31,3187,3562
2051_01,1,1,3,20.0,1,2.0,0.0,694.0,0.0,22.0,1,0,5,287,1,1,718.0,7,36,1349,570
2052_01,3,1,3,31.0,1,162.0,1211.0,4.0,0.0,1.0,1,104,5,562,2,1,1378.0,15,16,1378,616
2053_01,2,1,1,26.0,1,281.0,741.0,13.0,0.0,4724.0,0,2134,3,1464,1,1,5759.0,9,42,520,5767
2054_01,2,1,1,39.0,1,0.0,2397.100835402935,0.0,1528.0,1119.0,0,1952,3,1475,1,1,5044.1008354029345,9,42,521,5769
2055_01,1,1,3,24.042074406680616,1,0.0,0.0,0.0,0.0,0.0,0,2204,7,1078,1,6,0.0,7,36,3190,3568
2055_02,0,1,2,32.0,1,0.0,58.0,0.0,0.0,642.0,1,2204,7,1078,1,6,700.0,2,21,3190,3568
2055_03,1,2,3,25.0,1,0.0,0.0,0.0,0.0,0.0,1,0,7,1078,1,6,0.0,7,37,3190,3568
2055_04,1,1,3,6.0,1,0.0,0.0,0.0,0.0,0.0,1,2204,7,1078,1,6,0.0,7,36,3190,3568
2055_05,1,2,3,3.0,1,0.0,0.0,0.0,0.0,0.0,1,2204,7,1078,1,6,0.0,7,37,3190,3568
2055_06,1,2,3,11.0,1,0.0,0.0,0.0,0.0,0.0,0,334,7,1078,1,6,0.0,7,37,3190,3568
2056_01,1,2,3,52.0,1,0.0,0.0,0.0,0.0,0.0,0,916,7,1079,1,4,0.0,7,37,3191,3569
2056_02,1,1,3,14.0,1,16.0,0.0,0.0,712.0,149.0,0,916,6,1163,1,4,877.0,7,36,1637,1038
2056_03,1,1,3,68.0,1,0.0,286.0,0.0,1739.0,13.0,0,916,6,1163,1,4,2038.0,7,36,1637,1038
2056_04,1,2,2,18.0,1,0.0,0.0,0.0,0.0,0.0,1,916,7,1079,1,4,0.0,6,34,3191,3569
2059_01,1,1,3,55.0,1,2.0,0.0,0.0,0.0,907.0,1,1353,7,1081,1,1,909.0,7,36,3193,3573
2060_01,0,1,1,22.0,1,1430.0,0.0,0.0,0.0,423.0,0,98,7,1074,2,1,1853.0,1,19,3186,3561
2061_01,2,1,3,34.0,1,0.0,5063.0,0.0,56.0,327.0,1,1807,4,1431,1,1,5446.0,11,4,775,6182
2062_01,3,0,3,17.0,1,583.0,0.0,753.0,0.0,0.0,0,0,6,1152,2,1,1336.0,15,15,1628,1027
2063_01,1,2,2,38.0,1,0.0,0.0,0.0,0.0,0.0,0,1190,7,1075,2,1,0.0,6,34,3187,3563
2065_01,1,1,3,13.0,1,12.0,0.0,0.0,0.0,1963.0,0,1091,6,1167,1,1,1975.0,7,36,1641,1045
2066_01,1,2,3,19.0,1,0.0,0.0,0.0,0.0,0.0,1,372,7,1076,2,1,0.0,7,37,3188,3564
2067_01,2,2,3,30.0,1,0.0,0.0,0.0,0.0,0.0,1,1913,3,1487,1,2,0.0,11,5,523,5771
2067_02,2,1,3,27.0,2,0.0,0.0,72.0,668.0,2713.0,0,1913,3,1487,1,2,3453.0,11,4,523,5771
2070_01,1,1,3,17.0,1,205.1550077886025,1.0,533.0,326.0,0.0,1,856,5,298,1,1,1065.1550077886025,7,36,1350,573
2071_01,2,1,1,45.0,1,0.0,3559.0,0.0,3615.0,163.0,0,1974,3,1575,2,2,7337.0,9,42,532,5786
2071_02,2,1,1,28.0,1,167.0,2406.0,71.0,283.0,650.0,1,1974,3,1575,2,2,3577.0,9,42,532,5786
2073_01,1,1,3,23.0,1,177.0,0.0,7.0,0.0,448.0,0,1720,6,1157,2,1,632.0,7,36,1633,1033
2074_01,2,1,3,24.0,1,1289.0,3343.0,0.0,4996.0,729.0,0,16,4,1475,2,2,10357.0,11,4,779,6188
2074_02,2,1,3,23.0,1,9.0,4081.0,0.0,0.0,16.0,1,16,4,1475,2,2,4106.0,11,4,779,6188
2075_01,1,1,1,29.0,1,270.0,0.0,0.0,25.0,343.0,0,2215,6,1158,2,1,638.0,5,30,1634,1035
2080_01,1,1,3,46.0,1,430.0,0.0,340.0,52.0,61.0,0,1102,7,1082,1,1,883.0,7,36,3194,3574
2081_01,1,1,2,17.0,1,8.0,911.0,0.0,0.0,0.0,1,1354,6,1168,1,1,919.0,6,33,1642,1047
2082_01,1,1,3,20.0,1,0.0,0.0,4.0,35.0,769.0,0,1143,7,1083,1,1,808.0,7,36,3195,3575
2083_01,1,1,3,24.0,1,121.0,20.0,0.0,68.0,506.0,0,852,6,1163,2,1,715.0,7,36,1637,1039
2084_01,2,1,3,40.0,1,19.0,10.0,1.0,4759.0,6007.0,0,203,1,648,1,2,10796.0,11,4,84,6310
2084_02,2,2,3,33.11684752266736,1,0.0,0.0,0.0,0.0,0.0,1,203,1,648,1,2,0.0,11,5,84,6310
2085_01,2,1,3,38.0,1,0.0,590.0,2640.0,6202.0,99.0,0,2062,3,1509,1,1,9531.0,11,4,526,5775
2086_01,2,1,3,65.0,1,51.0,4451.0,0.0,20.0,397.0,1,2137,1,999,2,2,4919.0,11,4,97,6527
2086_02,2,1,3,19.0,1,0.0,1342.0,0.0,152.0,556.0,1,2137,1,999,2,2,2050.0,11,4,97,6527
2087_01,1,1,3,54.0,1,0.0,0.0,872.0,0.0,1.0,1,262,6,1164,2,1,873.0,7,36,1638,1040
2088_01,1,1,1,38.0,1,0.0,717.0,0.0,0.0,0.0,0,2148,6,1165,2,2,717.0,5,30,1639,1041
2088_02,1,1,3,40.0,1,51.0,0.0,1.0,368.0,509.0,1,2148,7,1079,2,2,929.0,7,36,3191,3570
2089_01,1,1,2,21.0,1,187.4443384375101,2.0,133.0,0.0,549.0,0,1940,6,1169,1,1,871.4443384375102,6,33,1643,1049
2090_01,1,1,3,22.0,1,8.0,0.0,801.0,0.0,12.0,1,2142,6,1170,1,1,821.0,7,36,1645,1053
2091_01,1,1,3,33.0,1,356.0,217.6660742450184,0.0,245.0,0.0,0,2204,6,1171,1,1,818.6660742450184,7,36,1646,1055
2092_01,3,1,3,18.0,1,29.0,0.0,2315.0,0.0,1.0,1,184,4,1487,2,5,2345.0,15,16,780,6190
2092_02,3,1,3,43.0,1,546.0,0.0,41.0,710.0,0.0,0,1957,5,582,2,5,1297.0,15,16,1381,623
2092_03,3,1,3,13.0,0,6726.0,0.0,1605.0,1266.0,0.0,0,1957,0,0,0,5,9597.0,15,16,0,0
2092_04,3,1,3,26.0,1,1751.0,0.0,0.0,0.0,0.0,0,0,6,1167,2,5,1751.0,15,16,1641,1046
2092_05,3,1,3,22.0,1,2300.0,0.0,22.0,256.0,0.0,0,1957,4,1487,2,5,2578.0,15,16,780,6190
2094_01,3,2,3,21.0,1,0.0,0.0,0.0,0.0,0.0,1,282,6,1172,1,1,0.0,15,17,1647,1057
2095_01,1,1,2,25.0,1,0.0,11.0,0.0,13.0,1344.0,0,811,6,1168,2,1,1368.0,6,33,1642,1048
2096_01,3,1,3,29.0,1,216.0,10.0,611.0,594.0,0.0,0,1144,6,1169,2,2,1431.0,15,16,1643,1050
2096_02,3,1,3,49.0,1,1624.0,0.0,68.0,360.8066698644957,0.0,0,1140,6,1169,2,2,2052.8066698644957,15,16,1643,1050
2097_01,2,2,1,29.0,1,0.0,0.0,0.0,0.0,0.0,1,1738,2,1664,2,1,0.0,9,43,238,2286
2099_01,3,1,0,45.0,1,10.0,1095.0,1474.0,0.0,0.0,1,216,4,1498,2,1,2579.0,12,7,781,6192
2100_01,1,1,2,45.0,1,0.0,0.0,734.0,3.0,5.0,1,249,6,1170,2,1,742.0,6,33,1645,1054
